udyam_number,enterprise_name,applicant_name,premises_address,pin,state,district,mobile,email_address,nic_code,activity,established_date,last_activity_date,entity_status
UDYAM-KA-01-5650271,Shetty Agency,Rohan Shetty,"No. 104, 2nd Street, Varthur, Bengaluru - 560002",560002,KARNATAKA,Bengaluru Rural,7804357764,,65101,manufacturing,2010-11-27,,Active
UDYAM-KA-20-4210657,Menon Manufacturing,Raghav Menon,"No. 392, 2nd Extension, Jayanagar, Bengaluru - 560102",560102,KARNATAKA,Bengaluru Rural,7991237357,,39192,technology,17-05-2006,05-10-2022,Inactive
UDYAM-KA-02-4021420,Murthy Manufacturing,Raghav Murthy,"No. 470, 1st Street, Bellandur, Bengaluru - 560040",560040,KARNATAKA,Bengaluru Urban,,raghav.murthy@yahoo.co.in,88961,technology,2020-09-24,13-12-2026,Active
UDYAM-KA-08-1208522,Reddy Technologies,Lakshmi Reddy,"No. 242, 5th Road, MG Road, Bengaluru - 560092",560092,KARNATAKA,Bengaluru Urban,,,82861,construction,2009-11-22,12/03/2024,Inactive
UDYAM-KA-26-4014746,Murthy Exports,Rajesh Murthy,"No. 48, 2nd Avenue, Banashankari, Bengaluru - 560071",560071,Karnataka,Bengaluru Urban,6961927444,,56216,technology,2017-03-16,06-11-2022,Inactive
UDYAM-KA-22-0750539,Menon Trading Co.,Arun Menon,"No. 439, 2nd Main Road, Rajajinagar, Bengaluru - 560017",560017,KARNATAKA,Bengaluru Urban,7274526149,arun.menon@outlook.com,97635,services,2009-02-20,03-10-2025,Active
UDYAM-KA-07-0061968,Iyer Agency,Sohan Iyer,"No. 461, 4th Cross, MG Road, Bengaluru - 560094",560094,KARNATAKA,Bengaluru Urban,,sohan.iyer@outlook.com,92632,manufacturing,08-02-2017,30-10-2025,Active
UDYAM-KA-23-8628572,Hegde Solutions,Deepa Hegde,"No. 180, 4th Layout, Jayanagar, Bengaluru - 560048",560048,Karnataka,Bengaluru Rural,9535498431,,92884,manufacturing,19-07-2006,,Inactive
UDYAM-KA-29-2309242,Shah Brothers,Sunil Shah,"No. 277, 2nd Road, Brookefield, Bengaluru - 560058",560058,KARNATAKA,Bengaluru Rural,8558171826,,80485,construction,28-06-2022,17-04-2025,Active
UDYAM-KA-14-4645023,Kamath Agency,Sunita Kamath,"No. 38, 2nd Street, Malleshwaram, Bengaluru - 560092",560092,Karnataka,Bengaluru Rural,6568405080,,76314,trading,01/10/2006,,Inactive
UDYAM-KA-15-3229108,Verma Manufacturing,Pooja Verma,"No. 360, 3rd Extension, Mahadevapura, Bengaluru - 560038",560038,KARNATAKA,Bengaluru Urban,,pooja.verma@yahoo.co.in,94757,construction,25-09-2013,30-04-2026,Active
UDYAM-KA-29-8840031,Swamy Manufacturing,Ritu Swamy,"No. 302, 4th Cross, JP Nagar, Bengaluru - 560045",560045,Karnataka,Bengaluru Rural,8053644972,ritu.swamy@gmail.com,21579,construction,01-12-2020,24-10-2025,Active
UDYAM-KA-05-4947619,Naidu Mills,Venkatesh Naidu,"No. 179, 3rd Street, Brookefield, Bengaluru - 560025",560025,KARNATAKA,Bengaluru Urban,8121170964,venkatesh.naidu@outlook.com,82419,technology,01-07-2014,2026-03-27,Active
UDYAM-KA-18-9960966,Murthy Brothers,Divya Murthy,"No. 128, 5th Avenue, Bellandur, Bengaluru - 560045",560045,KARNATAKA,Bengaluru Urban,7222752396,,68842,construction,2021-11-25,,Active
UDYAM-KA-21-7948327,Reddy Agency,Deepa Reddy,"No. 234, 1st Cross, Brookefield, Bengaluru - 560070",560070,KARNATAKA,Bengaluru Rural,9467489962,,29275,technology,25/02/2020,,Active
UDYAM-KA-22-9616849,Shetty Services,Arun Shetty,"No. 356, 3rd Cross, JP Nagar, Bengaluru - 560070",560070,KARNATAKA,Bengaluru Rural,8975821262,arun.shetty@yahoo.co.in,50943,technology,2021-12-07,26-04-2024,Inactive
UDYAM-KA-24-5473594,Mehta Agency,Rohan Mehta,"No. 484, 2nd Main Road, Koramangala, Bengaluru - 560030",560030,KARNATAKA,Bengaluru Urban,8143137448,,80387,services,2001-10-22,2023-12-02,Inactive
UDYAM-KA-27-8767476,Kulkarni Constructions,Krishna Kulkarni,"No. 244, 3rd Road, HSR Layout, Bengaluru - 560073",560073,KARNATAKA,Bengaluru Rural,9598661719,,66530,services,30/11/2001,01/12/2026,Active
UDYAM-KA-11-3397807,Rao Associates,Nagaraj Rao,"No. 401, 3rd Layout, Koramangala, Bengaluru - 560037",560037,Karnataka,Bengaluru Urban,8098171345,nagaraj.rao@gmail.com,79739,technology,31-10-2017,2026-11-28,Active
UDYAM-KA-24-0427069,Shenoy Exports,Sohan Shenoy,"No. 199, 1st Extension, JP Nagar, Bengaluru - 560053",560053,KARNATAKA,Bengaluru Urban,7725796588,,84166,trading,2021-02-12,2024-07-26,Inactive
UDYAM-KA-25-4864700,Prasad Pvt Ltd,Mahesh Prasad,"No. 98, 3rd Street, Bellandur, Bengaluru - 560050",560050,KARNATAKA,Bengaluru Rural,9630671175,mahesh.prasad@outlook.com,87880,construction,20/10/2013,2026-04-06,Active
UDYAM-KA-13-2812672,Naidu Manufacturing,Sunita Naidu,"No. 87, 3rd Extension, Banashankari, Bengaluru - 560103",560103,KARNATAKA,Bengaluru Urban,6251763180,sunita.naidu@gmail.com,66520,services,22/09/2012,,Inactive
UDYAM-KA-01-2609774,Shenoy Brothers,Ramesh Shenoy,"No. 419, 4th Road, Brookefield, Bengaluru - 560079",560079,KARNATAKA,Bengaluru Rural,9963796695,,85508,construction,20/07/2021,16/05/2026,Active
UDYAM-KA-06-1921265,Nair Works,Ritu Nair,"No. 366, 3rd Cross, Yelahanka, Bengaluru - 560030",560030,KARNATAKA,Bengaluru Rural,8526509762,ritu.nair@yahoo.co.in,52855,services,05/05/2010,,Inactive
UDYAM-KA-05-0902484,Pillai Constructions,Divya Pillai,"No. 203, 5th Street, Hebbal, Bengaluru - 560071",560071,KARNATAKA,Bengaluru Urban,,divya.pillai@gmail.com,79635,trading,12/03/2004,2026-07-17,Active
UDYAM-KA-28-1649057,Tiwari Manufacturing,Mohan Tiwari,"No. 461, 2nd Layout, Rajajinagar, Bengaluru - 560098",560098,Karnataka,Bengaluru Rural,9656070530,mohan.tiwari@outlook.com,72107,construction,05/01/2004,23/08/2025,Active
UDYAM-KA-11-4142217,Shetty Solutions,Venkatesh Shetty,"No. 275, 3rd Road, Hebbal, Bengaluru - 560098",560098,KARNATAKA,Bengaluru Urban,7765945064,,25148,manufacturing,28-12-2000,2026-10-28,Active
UDYAM-KA-17-3129605,Shenoy Services,Sunil Shenoy,"No. 273, 5th Avenue, Sarjapur Road, Bengaluru - 560038",560038,KARNATAKA,Bengaluru Rural,,sunil.shenoy@gmail.com,59666,services,22/12/2011,20-09-2025,Active
UDYAM-KA-04-0769892,Sharma Technologies,Kavita Sharma,"No. 458, 4th Extension, Basavanagudi, Bengaluru - 560045",560045,Karnataka,Bengaluru Rural,9331448644,kavita.sharma@yahoo.co.in,65777,manufacturing,2002-08-18,28/08/2026,Active
UDYAM-KA-18-9785500,Rao & Sons,Sohan Rao,"No. 310, 5th Main Road, Sarjapur Road, Bengaluru - 560085",560085,KARNATAKA,Bengaluru Rural,8326834741,,63602,manufacturing,21/02/2008,2025-06-30,Active
UDYAM-KA-17-6941837,Kumar & Sons,Lakshmi Kumar,"No. 476, 3rd Main Road, Yelahanka, Bengaluru - 560017",560017,KARNATAKA,Bengaluru Urban,7628979677,lakshmi.kumar@outlook.com,34446,trading,2021-06-26,2026-07-19,Active
UDYAM-KA-15-0222629,Shetty Engineers,Kiran Shetty,"No. 228, 1st Road, Bellandur, Bengaluru - 560068",560068,KARNATAKA,Bengaluru Rural,9941037138,kiran.shetty@yahoo.co.in,94323,construction,2006-05-29,,Active
UDYAM-KA-11-5708677,Bhat Brothers,Pooja Bhat,"No. 279, 4th Layout, Brookefield, Bengaluru - 560071",560071,KARNATAKA,Bengaluru Rural,8923843493,,14466,construction,30-08-2005,,Inactive
UDYAM-KA-03-8804643,Pillai Technologies,Rohan Pillai,"No. 31, 2nd Avenue, Koramangala, Bengaluru - 560017",560017,KARNATAKA,Bengaluru Rural,7443425458,,45827,technology,2001-02-27,22-11-2026,Active
UDYAM-KA-09-0750151,Pandey & Sons,Sanjay Pandey,"No. 460, 1st Extension, Sarjapur Road, Bengaluru - 560076",560076,KARNATAKA,Bengaluru Rural,6924837808,,19418,services,17-06-2003,,Active
UDYAM-KA-15-6158986,Gowda Traders,Sanjay Gowda,"No. 173, 3rd Avenue, Banashankari, Bengaluru - 560037",560037,KARNATAKA,Bengaluru Urban,7130365307,sanjay.gowda@yahoo.co.in,29332,services,2004-03-29,10/10/2024,Inactive
UDYAM-KA-26-5414077,Patel Industries,Sunita Patel,"No. 489, 2nd Road, MG Road, Bengaluru - 560010",560010,Karnataka,Bengaluru Rural,8141774162,,51742,trading,2015-11-05,13-07-2025,Active
UDYAM-KA-27-8955930,Reddy Technologies,Kavita Reddy,"No. 263, 1st Extension, Sarjapur Road, Bengaluru - 560011",560011,KARNATAKA,Bengaluru Urban,9195496878,,67732,services,22/02/2021,25-02-2026,Active
UDYAM-KA-02-2384439,Patel Services,Manoj Patel,"No. 325, 4th Avenue, Malleshwaram, Bengaluru - 560050",560050,KARNATAKA,Bengaluru Urban,8296681339,manoj.patel@gmail.com,55536,services,2011-06-01,31-01-2025,Active
UDYAM-KA-09-6912443,Verma Constructions,Sohan Verma,"No. 130, 3rd Layout, Hebbal, Bengaluru - 560094",560094,KARNATAKA,Bengaluru Urban,7335688425,sohan.verma@gmail.com,39939,services,17-11-2009,01/01/2022,Inactive
UDYAM-KA-24-7168451,Singh Pvt Ltd,Mohan Singh,"No. 47, 2nd Main Road, Banashankari, Bengaluru - 560029",560029,KARNATAKA,Bengaluru Rural,,,27727,construction,2014-04-12,01/12/2025,Active
UDYAM-KA-05-2180907,Iyer Pvt Ltd,Divya Iyer,"No. 68, 1st Cross, MG Road, Bengaluru - 560094",560094,KARNATAKA,Bengaluru Urban,7021410435,divya.iyer@outlook.com,55696,technology,11-12-2001,05-11-2024,Inactive
UDYAM-KA-12-7600180,Naidu Agency,Rekha Naidu,"No. 24, 1st Layout, JP Nagar, Bengaluru - 560022",560022,Karnataka,Bengaluru Rural,7546629811,rekha.naidu@rediffmail.com,94549,manufacturing,2000-10-20,,Active
UDYAM-KA-17-6601882,Bhat Exports,Mohan Bhat,"No. 349, 1st Main Road, Malleshwaram, Bengaluru - 560018",560018,KARNATAKA,Bengaluru Urban,7810431206,,82949,technology,03-04-2021,,Active
UDYAM-KA-06-6297692,Singh Agency,Vijay Singh,"No. 335, 4th Cross, Sarjapur Road, Bengaluru - 560038",560038,KARNATAKA,Bengaluru Urban,9116925946,vijay.singh@gmail.com,39332,technology,22/03/2017,,Inactive
UDYAM-KA-03-6306812,Gupta Manufacturing,Lakshmi Gupta,"No. 323, 2nd Main Road, HSR Layout, Bengaluru - 560011",560011,KARNATAKA,Bengaluru Urban,,,42650,trading,07-11-2015,,Inactive
UDYAM-KA-08-6890995,Reddy Services,Sunil Reddy,"No. 379, 1st Road, Bommanahalli, Bengaluru - 560053",560053,KARNATAKA,Bengaluru Rural,8223005125,sunil.reddy@outlook.com,48398,services,2015-04-15,06/04/2025,Active
UDYAM-KA-09-3515256,Tiwari Exports,Rajesh Tiwari,"No. 1, 1st Road, Hebbal, Bengaluru - 560018",560018,KARNATAKA,Bengaluru Rural,6671371194,rajesh.tiwari@yahoo.co.in,54860,services,24-08-2002,16/07/2025,Active
UDYAM-KA-12-9139714,Kamath Exports,Divya Kamath,"No. 471, 1st Layout, Varthur, Bengaluru - 560098",560098,Karnataka,Bengaluru Rural,6289713077,,88217,services,16/01/2015,10-06-2026,Active
UDYAM-KA-15-0049282,Gowda Solutions,Nagaraj Gowda,"No. 85, 2nd Cross, Rajajinagar, Bengaluru - 560017",560017,KARNATAKA,Bengaluru Urban,7952019266,,95196,technology,2006-12-01,11/09/2024,Inactive
UDYAM-KA-18-1204693,Verma Enterprises,Divya Verma,"No. 226, 2nd Street, Rajajinagar, Bengaluru - 560017",560017,KARNATAKA,Bengaluru Rural,9912221821,,48957,trading,09-12-2000,2026-11-02,Active
UDYAM-KA-20-8997792,Prasad Services,Divya Prasad,"No. 32, 2nd Extension, Hoodi, Bengaluru - 560040",560040,KARNATAKA,Bengaluru Rural,,divya.prasad@gmail.com,81308,trading,15/08/2006,2026-07-23,Active
UDYAM-KA-10-1451317,Jain Agency,Vijay Jain,"No. 16, 4th Main Road, Bellandur, Bengaluru - 560052",560052,Karnataka,Bengaluru Urban,8778262898,,26648,manufacturing,2006-05-05,10-08-2026,Active
UDYAM-KA-23-6169673,Prasad Services,Deepa Prasad,"No. 350, 1st Main Road, Electronic City, Bengaluru - 560058",560058,KARNATAKA,Bengaluru Urban,9345152371,deepa.prasad@yahoo.co.in,13931,trading,13-04-2002,,Active
UDYAM-KA-28-5836473,Jain Corporation,Arun Jain,"No. 223, 5th Avenue, Electronic City, Bengaluru - 560102",560102,KARNATAKA,Bengaluru Urban,9566288345,arun.jain@gmail.com,59824,trading,2022-04-04,07/08/2024,Inactive
UDYAM-KA-04-9358839,Sharma Corporation,Seema Sharma,"No. 441, 5th Avenue, KR Puram, Bengaluru - 560055",560055,KARNATAKA,Bengaluru Rural,6210747363,,58525,services,03-08-2019,22/01/2025,Active
UDYAM-KA-03-0025094,Kamath Brothers,Pooja Kamath,"No. 498, 3rd Cross, Bellandur, Bengaluru - 560025",560025,KARNATAKA,Bengaluru Urban,8143405950,,32930,manufacturing,02-09-2014,12/08/2026,Active
UDYAM-KA-02-2255316,Gupta Trading Co.,Rajesh Gupta,"No. 67, 3rd Main Road, Brookefield, Bengaluru - 560045",560045,KARNATAKA,Bengaluru Rural,,rajesh.gupta@gmail.com,38375,trading,15/10/2001,13-09-2025,Active
UDYAM-KA-18-0664677,Swamy Solutions,Anita Swamy,"No. 319, 3rd Road, MG Road, Bengaluru - 560025",560025,KARNATAKA,Bengaluru Rural,6850825440,anita.swamy@gmail.com,80326,services,22-06-2012,2025-08-01,Active
UDYAM-KA-17-6450546,Kamath Engineers,Mahesh Kamath,"No. 293, 2nd Cross, ITPL Main Road, Bengaluru - 560058",560058,KARNATAKA,Bengaluru Rural,,,67729,technology,13/02/2007,,Active
UDYAM-KA-05-5107473,Shenoy Exports,Arun Shenoy,"No. 105, 1st Main Road, JP Nagar, Bengaluru - 560017",560017,KARNATAKA,Bengaluru Rural,7137074872,,31316,trading,26-03-2009,,Active
UDYAM-KA-28-5879775,Kumar Engineers,Kiran Kumar,"No. 4, 1st Street, HSR Layout, Bengaluru - 560076",560076,KARNATAKA,Bengaluru Urban,8003524578,,49243,services,2018-04-05,06/11/2026,Active
UDYAM-KA-05-1806479,Deshmukh Technologies,Sunita Deshmukh,"No. 145, 3rd Street, Koramangala, Bengaluru - 560100",560100,Karnataka,Bengaluru Rural,8741695592,,26488,manufacturing,08/01/2007,,Active
UDYAM-KA-19-9807231,Kamath Industries,Mukesh Kamath,"No. 148, 1st Road, Electronic City, Bengaluru - 560052",560052,KARNATAKA,Bengaluru Urban,7111290469,,88748,trading,29-11-2019,2025-10-26,Active
UDYAM-KA-19-2649974,Naidu & Co.,Ritu Naidu,"No. 217, 1st Cross, Brookefield, Bengaluru - 560094",560094,KARNATAKA,Bengaluru Rural,7151483512,ritu.naidu@yahoo.co.in,43931,construction,06-03-2001,,Inactive
UDYAM-KA-20-0754660,Mehta Works,Seema Mehta,"No. 440, 5th Road, Bommanahalli, Bengaluru - 560037",,KARNATAKA,Bengaluru Rural,9608464335,seema.mehta@rediffmail.com,80431,trading,2018-06-21,,Active
UDYAM-KA-06-5612358,Gowda Brothers,Kiran Gowda,"No. 400, 1st Avenue, Koramangala, Bengaluru - 560092",560092,KARNATAKA,Bengaluru Urban,8101165267,kiran.gowda@yahoo.co.in,44898,technology,2005-02-19,09-08-2020,Inactive
UDYAM-KA-22-4291914,Deshmukh Industries,Venkatesh Deshmukh,"No. 252, 3rd Extension, BTM Layout, Bengaluru - 560052",560052,KARNATAKA,Bengaluru Urban,,venkatesh.deshmukh@yahoo.co.in,78334,construction,06/11/2019,11-03-2026,Active
UDYAM-KA-10-7865528,Mishra Engineers,Deepa Mishra,"No. 79, 1st Cross, Peenya, Bengaluru - 560003",560003,KARNATAKA,Bengaluru Rural,,deepa.mishra@outlook.com,45487,manufacturing,2015-08-22,05/05/2022,Inactive
UDYAM-KA-23-1404120,Tiwari Works,Rekha Tiwari,"No. 134, 5th Street, Bommanahalli, Bengaluru - 560034",560034,KARNATAKA,Bengaluru Rural,9461861754,,55195,trading,10/02/2022,,Inactive
UDYAM-KA-23-9871047,Shah Services,Anita Shah,"No. 324, 5th Main Road, ITPL Main Road, Bengaluru - 560043",560043,KARNATAKA,Bengaluru Urban,8440507604,,18237,manufacturing,2017-06-22,10-10-2023,Inactive
UDYAM-KA-01-4857227,Iyer Pvt Ltd,Ramesh Iyer,"No. 176, 3rd Main Road, Banashankari, Bengaluru - 560008",,KARNATAKA,Bengaluru Urban,7945794958,,65535,manufacturing,27/06/2006,,Inactive
UDYAM-KA-07-0868515,Pillai Trading Co.,Priya Pillai,"No. 368, 4th Road, Malleshwaram, Bengaluru - 560053",560053,KARNATAKA,Bengaluru Urban,9991684672,,99648,manufacturing,01-06-2010,2023-02-08,Inactive
UDYAM-KA-08-1439051,Shah Pvt Ltd,Seema Shah,"No. 104, 4th Street, Banashankari, Bengaluru - 560048",560048,KARNATAKA,Bengaluru Urban,8209427080,seema.shah@rediffmail.com,42334,trading,26/04/2021,20-03-2025,Active
UDYAM-KA-02-7404903,Nair & Co.,Priya Nair,"No. 385, 2nd Cross, Sarjapur Road, Bengaluru - 560102",560102,Karnataka,Bengaluru Urban,,priya.nair@outlook.com,72917,services,2006-03-31,02-03-2023,Inactive
UDYAM-KA-18-7652216,Pandey Brothers,Vinod Pandey,"No. 72, 2nd Cross, ITPL Main Road, Bengaluru - 560043",560043,KARNATAKA,Bengaluru Urban,8566768635,vinod.pandey@yahoo.co.in,64408,construction,2002-06-13,,Active
UDYAM-KA-09-2128831,Shetty Corporation,Sunita Shetty,"No. 425, 2nd Avenue, Malleshwaram, Bengaluru - 560098",560098,KARNATAKA,Bengaluru Rural,6166307747,sunita.shetty@rediffmail.com,10246,construction,06-09-2014,06-04-2025,Active
UDYAM-KA-27-9700353,Pandey Corporation,Sohan Pandey,"No. 332, 1st Layout, Malleshwaram, Bengaluru - 560029",560029,Karnataka,Bengaluru Rural,9580360085,,43283,construction,08/12/2014,2020-02-01,Inactive
UDYAM-KA-07-0205310,Pillai Industries,Manoj Pillai,"No. 496, 4th Layout, Indiranagar, Bengaluru - 560005",560005,Karnataka,Bengaluru Rural,,,74542,construction,2008-10-20,2025-05-13,Active
UDYAM-KA-21-5622670,Iyer Brothers,Ritu Iyer,"No. 142, 4th Avenue, HSR Layout, Bengaluru - 560047",560047,Karnataka,Bengaluru Urban,7492727534,ritu.iyer@rediffmail.com,31395,services,27/12/2003,06-07-2026,Active
UDYAM-KA-28-8854284,Gowda Traders,Krishna Gowda,"No. 267, 4th Cross, Peenya, Bengaluru - 560094",560094,KARNATAKA,Bengaluru Rural,,,14205,construction,2016-03-26,2026-06-02,Active
UDYAM-KA-19-6305253,Pandey Trading Co.,Priya Pandey,"No. 330, 1st Extension, ITPL Main Road, Bengaluru - 560076",560076,KARNATAKA,Bengaluru Urban,9925768706,,61534,construction,02/09/2001,05-10-2024,Inactive
UDYAM-KA-18-1321584,Pandey Enterprises,Anita Pandey,"No. 324, 3rd Main Road, Sarjapur Road, Bengaluru - 560060",560060,KARNATAKA,Bengaluru Urban,,,27384,technology,22/12/2004,,Inactive
UDYAM-KA-05-3801289,Agarwal Technologies,Varun Agarwal,"No. 218, 1st Road, Koramangala, Bengaluru - 560011",560011,Karnataka,Bengaluru Urban,6701750120,,95280,manufacturing,19-03-2009,,Inactive
UDYAM-KA-13-2346095,Naidu Pvt Ltd,Arun Naidu,"No. 20, 4th Layout, Indiranagar, Bengaluru - 560058",560058,Karnataka,Bengaluru Urban,6184019782,arun.naidu@rediffmail.com,15970,technology,2007-06-11,,Active
UDYAM-KA-25-3485208,Iyer Works,Divya Iyer,"No. 376, 5th Road, Peenya, Bengaluru - 560048",560048,KARNATAKA,Bengaluru Rural,8514630369,,39757,trading,12-06-2003,,Active
UDYAM-KA-17-8102154,Verma Works,Priya Verma,"No. 357, 4th Cross, Hoodi, Bengaluru - 560058",560058,KARNATAKA,Bengaluru Urban,7070318975,priya.verma@yahoo.co.in,30349,trading,15/02/2019,19-02-2026,Active
UDYAM-KA-09-5629345,Sharma Traders,Nagaraj Sharma,"No. 213, 2nd Main Road, Indiranagar, Bengaluru - 560053",560053,KARNATAKA,Bengaluru Urban,9512534346,,48290,services,2018-01-28,29-11-2026,Active
UDYAM-KA-14-6792538,Reddy Traders,Vijay Reddy,"No. 202, 5th Street, Malleshwaram, Bengaluru - 560100",560100,KARNATAKA,Bengaluru Urban,9480953755,,10277,services,19/09/2019,08/08/2021,Inactive
UDYAM-KA-17-7215016,Gupta Enterprises,Lakshmi Gupta,"No. 113, 2nd Main Road, Varthur, Bengaluru - 560030",560030,Karnataka,Bengaluru Rural,8129844591,lakshmi.gupta@yahoo.co.in,84465,technology,04-12-2017,,Active
UDYAM-KA-25-7613787,Pandey Works,Nagaraj Pandey,"No. 303, 3rd Road, Varthur, Bengaluru - 560079",560079,KARNATAKA,Bengaluru Rural,8609248080,nagaraj.pandey@outlook.com,45777,trading,04-12-2011,14/03/2025,Active
UDYAM-KA-21-6048576,Murthy Works,Deepa Murthy,"No. 53, 1st Street, Peenya, Bengaluru - 560030",560030,KARNATAKA,Bengaluru Rural,8868946827,,21442,trading,01/10/2014,15/09/2023,Inactive
UDYAM-KA-16-5837818,Kulkarni Associates,Neha Kulkarni,"No. 440, 2nd Cross, Indiranagar, Bengaluru - 560094",560094,KARNATAKA,Bengaluru Rural,6298543394,neha.kulkarni@gmail.com,82967,technology,2018-07-15,,Active
UDYAM-KA-16-6544570,Pai Agency,Lakshmi Pai,"No. 12, 1st Layout, Hebbal, Bengaluru - 560041",560041,KARNATAKA,Bengaluru Rural,8230486458,lakshmi.pai@outlook.com,17734,services,28/05/2016,2026-02-15,Active
UDYAM-KA-14-5035620,Kamath Industries,Pooja Kamath,"No. 67, 5th Road, Jayanagar, Bengaluru - 560071",560071,KARNATAKA,Bengaluru Urban,7393066388,,61969,construction,08/12/2005,2024-07-19,Inactive
UDYAM-KA-12-2671839,Mishra Industries,Sunita Mishra,"No. 122, 1st Avenue, ITPL Main Road, Bengaluru - 560073",560073,KARNATAKA,Bengaluru Urban,9773905996,,60544,manufacturing,2005-06-21,24-07-2023,Inactive
UDYAM-KA-22-3914548,Gupta & Co.,Divya Gupta,"No. 88, 5th Cross, Yelahanka, Bengaluru - 560010",560010,KARNATAKA,Bengaluru Rural,8526899284,divya.gupta@gmail.com,62230,trading,11/02/2003,02-03-2026,Active
UDYAM-KA-13-8129113,Pai Manufacturing,Sunita Pai,"No. 63, 3rd Layout, Indiranagar, Bengaluru - 560060",560060,KARNATAKA,Bengaluru Rural,8610006936,sunita.pai@yahoo.co.in,29396,trading,2004-04-27,,Inactive
UDYAM-KA-30-6513877,Tiwari Traders,Krishna Tiwari,"No. 430, 5th Avenue, Hoodi, Bengaluru - 560068",560068,KARNATAKA,Bengaluru Urban,9723313540,,20260,technology,02/06/2022,27/04/2021,Inactive
UDYAM-KA-20-2198639,Pandey Technologies,Kavita Pandey,"No. 395, 5th Avenue, Varthur, Bengaluru - 560022",560022,KARNATAKA,Bengaluru Urban,6037967722,,90660,services,06/10/2019,27-01-2024,Inactive
UDYAM-KA-11-4554234,Rao Associates,Priya Rao,"No. 247, 3rd Avenue, KR Puram, Bengaluru - 560040",560040,KARNATAKA,Bengaluru Urban,9767021742,,64352,trading,15/04/2000,2025-07-25,Active
UDYAM-KA-20-8732779,Naidu Engineers,Anita Naidu,"No. 284, 5th Street, Hebbal, Bengaluru - 560062",,KARNATAKA,Bengaluru Rural,9608338280,anita.naidu@rediffmail.com,47679,services,2017-01-10,2026-02-26,Active
UDYAM-KA-24-9708326,Jain Trading Co.,Lakshmi Jain,"No. 263, 5th Street, Hebbal, Bengaluru - 560052",560052,KARNATAKA,Bengaluru Rural,8754308444,lakshmi.jain@rediffmail.com,94179,construction,2000-12-06,16/07/2025,Active
UDYAM-KA-15-0771288,Patel Manufacturing,Neha Patel,"No. 445, 5th Avenue, Varthur, Bengaluru - 560001",560001,Karnataka,Bengaluru Urban,7566474661,,60900,manufacturing,05/09/2022,2020-12-04,Inactive
UDYAM-KA-07-7749474,Pillai Associates,Lakshmi Pillai,"No. 228, 1st Road, Varthur, Bengaluru - 560030",560030,Karnataka,Bengaluru Urban,8196047478,,26488,technology,11/10/2018,,Active
UDYAM-KA-03-1001937,Gupta Traders,Vijay Gupta,"No. 442, 4th Layout, MG Road, Bengaluru - 560064",560064,KARNATAKA,Bengaluru Rural,9236560799,vijay.gupta@rediffmail.com,45649,trading,2009-09-17,29/09/2026,Active
UDYAM-KA-04-0491375,Pillai Trading Co.,Rajesh Pillai,"No. 166, 4th Main Road, Indiranagar, Bengaluru - 560011",560011,KARNATAKA,Bengaluru Urban,9193999827,,27495,manufacturing,14/05/2003,20/09/2026,Active
UDYAM-KA-14-3915257,Pillai Manufacturing,Divya Pillai,"No. 58, 1st Cross, Koramangala, Bengaluru - 560040",560040,Karnataka,Bengaluru Urban,9513373513,divya.pillai@outlook.com,60902,trading,31-08-2005,,Inactive
UDYAM-KA-25-4997098,Mishra Services,Seema Mishra,"No. 302, 4th Street, Mahadevapura, Bengaluru - 560055",560055,KARNATAKA,Bengaluru Urban,,seema.mishra@rediffmail.com,28866,construction,2017-01-16,26/06/2020,Inactive
UDYAM-KA-27-2758976,Reddy Technologies,Raghav Reddy,"No. 168, 3rd Main Road, Koramangala, Bengaluru - 560047",560047,KARNATAKA,Bengaluru Urban,8342923184,,34712,manufacturing,10/05/2009,,Active
UDYAM-KA-05-9816003,Verma Constructions,Pooja Verma,"No. 426, 4th Street, Electronic City, Bengaluru - 560092",560092,KARNATAKA,Bengaluru Rural,8807420109,,60940,technology,2011-05-13,15/07/2023,Inactive
UDYAM-KA-05-8754004,Jain Enterprises,Kiran Jain,"No. 186, 3rd Cross, KR Puram, Bengaluru - 560048",560048,KARNATAKA,Bengaluru Urban,7442761236,,92523,services,2013-08-03,23/09/2025,Active
UDYAM-KA-13-4901156,Hegde Pvt Ltd,Pooja Hegde,"No. 314, 5th Layout, Sarjapur Road, Bengaluru - 560053",560053,Karnataka,Bengaluru Urban,9123226248,pooja.hegde@rediffmail.com,13521,technology,13/03/2020,2025-01-24,Active
UDYAM-KA-04-4743033,Naidu Solutions,Lakshmi Naidu,"No. 103, 3rd Avenue, Mahadevapura, Bengaluru - 560025",560025,Karnataka,Bengaluru Urban,7720429306,,23498,technology,2006-09-09,,Inactive
UDYAM-KA-12-9583469,Singh Solutions,Mohan Singh,"No. 182, 2nd Street, Bellandur, Bengaluru - 560094",,KARNATAKA,Bengaluru Urban,6937102756,mohan.singh@yahoo.co.in,44848,construction,18/07/2017,25-08-2024,Inactive
UDYAM-KA-23-8720434,Jain & Co.,Ajay Jain,"No. 284, 3rd Street, Varthur, Bengaluru - 560095",560095,Karnataka,Bengaluru Rural,7025974257,,44320,trading,06/11/2008,05/07/2026,Active
UDYAM-KA-03-2663445,Singh Traders,Ramesh Singh,"No. 269, 3rd Layout, Koramangala, Bengaluru - 560037",560037,KARNATAKA,Bengaluru Urban,7148141086,,97380,trading,03/02/2021,2021-04-28,Inactive
